timestep,avg_return
1024,21.14
2048,23.2
3072,24.813953488372093
4096,24.46511627906977
5120,24.476190476190474
6144,25.75
7168,24.80952380952381
8192,25.11904761904762
9216,25.536585365853657
10240,31.606060606060606
11264,26.195121951219512
12288,30.323529411764707
13312,32.24242424242424
14336,31.96969696969697
15360,33.83870967741935
16384,31.363636363636363
17408,30.264705882352942
18432,27.973684210526315
19456,28.594594594594593
20480,33.67741935483871
21504,31.757575757575758
22528,39.73076923076923
23552,32.06060606060606
24576,36.857142857142854
25600,51.95
26624,36.892857142857146
27648,32.75
28672,36.892857142857146
29696,36.275862068965516
30720,41.30769230769231
31744,47.04347826086956
32768,42.92
33792,41.96
34816,56.05263157894737
35840,47.95454545454545
36864,41.96
37888,53.95238095238095
38912,49.19047619047619
39936,44.73913043478261
40960,52.9
41984,50.42857142857143
43008,61.1764705882353
44032,56.1578947368421
45056,56.63157894736842
46080,55.1578947368421
47104,52.65
48128,52.75
49152,65.17647058823529
50176,47.22727272727273
51200,55.0
52224,77.92857142857143
53248,58.78947368421053
54272,64.625
55296,57.94444444444444
56320,74.92857142857143
57344,60.94117647058823
58368,57.31578947368421
59392,62.35294117647059
60416,73.6875
61440,69.2
62464,66.25
63488,69.06666666666666
64512,75.42857142857143
65536,64.8125
66560,60.72222222222222
67584,65.8125
68608,78.21428571428571
69632,80.53846153846153
70656,59.666666666666664
71680,94.72727272727273
72704,76.71428571428571
73728,79.42857142857143
74752,61.705882352941174
75776,97.45454545454545
76800,67.8125
77824,79.61538461538461
78848,70.86666666666666
79872,75.2
80896,81.64285714285714
81920,80.15384615384616
82944,85.58333333333333
83968,73.71428571428571
84992,93.9090909090909
86016,97.9090909090909
87040,97.0909090909091
88064,125.33333333333333
89088,131.5
90112,132.25
91136,155.71428571428572
92160,146.85714285714286
93184,109.1
94208,149.85714285714286
95232,160.14285714285714
96256,137.55555555555554
97280,189.33333333333334
98304,169.42857142857142
99328,152.71428571428572
100352,153.0
101376,167.57142857142858
102400,186.66666666666666
103424,177.5
104448,157.57142857142858
105472,223.0
106496,141.25
107520,159.14285714285714
108544,184.0
109568,140.5
110592,206.4
111616,218.0
112640,112.5
113664,198.83333333333334
114688,146.42857142857142
115712,182.83333333333334
116736,151.85714285714286
117760,169.42857142857142
118784,197.16666666666666
119808,248.8
120832,245.0
121856,290.75
122880,332.5
123904,227.6
124928,218.0
125952,240.8
126976,315.75
128000,261.0
129024,165.0
130048,297.5
131072,301.0
132096,288.5
133120,276.0
134144,344.6666666666667
135168,352.75
136192,205.2
137216,282.0
138240,379.3333333333333
139264,308.0
140288,402.3333333333333
141312,435.6666666666667
142336,415.6666666666667
143360,374.6666666666667
144384,404.0
145408,280.25
146432,338.25
147456,291.5
148480,180.16666666666666
149504,158.14285714285714
150528,148.0
151552,171.66666666666666
152576,145.25
153600,143.125
154624,119.22222222222223
155648,132.0
156672,119.66666666666667
157696,119.33333333333333
158720,104.3
159744,127.44444444444444
160768,115.66666666666667
161792,105.5
162816,120.44444444444444
163840,122.33333333333333
164864,117.0
165888,121.33333333333333
166912,118.11111111111111
167936,141.5
168960,139.375
169984,147.71428571428572
171008,158.28571428571428
172032,145.75
173056,192.33333333333334
174080,171.42857142857142
175104,187.16666666666666
176128,189.16666666666666
177152,230.5
178176,299.75
179200,280.25
180224,375.0
181248,419.0
182272,387.6666666666667
183296,429.0
184320,293.5
185344,216.0
186368,274.25
187392,209.4
188416,175.16666666666666
189440,218.2
190464,184.83333333333334
191488,171.28571428571428
192512,198.5
193536,172.5
194560,203.0
195584,182.16666666666666
196608,168.71428571428572
197632,182.33333333333334
198656,205.0
199680,185.83333333333334
200704,178.16666666666666
201728,222.2
202752,201.16666666666666
203776,179.0
204800,231.8
205824,262.25
206848,289.5
207872,235.2
208896,259.5
209920,281.75
210944,405.3333333333333
211968,298.75
212992,268.0
214016,265.75
215040,431.3333333333333
216064,355.3333333333333
217088,400.6666666666667
218112,434.6666666666667
219136,401.3333333333333
220160,483.0
221184,317.75
222208,436.6666666666667
223232,412.6666666666667
224256,367.25
225280,391.3333333333333
226304,389.6666666666667
227328,315.5
228352,348.3333333333333
229376,308.0
230400,360.0
231424,320.5
232448,270.25
233472,311.5
234496,324.25
235520,286.75
236544,242.2
237568,224.8
238592,233.2
239616,241.4
240640,221.8
241664,220.4
242688,208.4
243712,239.4
244736,232.2
245760,244.4
246784,217.2
247808,240.8
248832,266.4
249856,233.6
250880,236.0
251904,225.8
252928,293.75
253952,257.0
254976,316.25
256000,298.5
257024,306.75
258048,311.75
259072,262.5
260096,234.6
261120,268.75
262144,334.25
263168,360.6666666666667
264192,300.5
265216,274.0
266240,236.0
267264,299.75
268288,285.5
269312,347.3333333333333
270336,264.8
271360,303.75
272384,333.25
273408,443.0
274432,426.3333333333333
275456,434.0
276480,478.3333333333333
277504,496.6666666666667
278528,463.3333333333333
279552,500.0
280576,500.0
281600,500.0
282624,500.0
283648,500.0
284672,476.0
285696,500.0
286720,500.0
287744,500.0
288768,500.0
289792,500.0
290816,500.0
291840,500.0
292864,500.0
293888,500.0
294912,500.0
295936,500.0
296960,500.0
297984,500.0
299008,500.0
